IDpol,ClaimAmount
94003,1128.12
94008,1128.12
94029,4622.78
94059,75.18
94061,454.8
94073,1031.23
94073,212.23
94075,1128.12
94096,1128.12
94216,1422.04
94222,1128.12
94234,1128.12
94240,1128.12
94272,1128.12
94289,1128.12
94291,1128.12
94311,1128.12
94394,1128.12
94436,1089.03
94451,1128.12
94453,1128.12
94468,334.05
94474,330.87
94476,2128.12
94483,1128.12
94483,1128.12
94493,1555.87
94493,1128.12
94574,1128.12
94584,1128.12
94592,1128.12
94594,72.87
94601,1128.12
94623,760.66
94637,46.36
94888,788.37
94930,1128.12
94957,492.49
94972,1128.12
95237,691.89
95261,1433.02
95263,807.91
95268,3689.49
95278,2592.47
95294,4285.99
95332,388.36
95355,786.07
95357,1128.12
95362,109.4
95386,1128.12
95419,85.36
95419,1595.4
95465,1128.12
95467,1342.71
95468,612.6
95537,560.12
95571,592.52
95573,1128.12
95573,1676.95
95596,87.14
95632,1128.12
95642,1128.12
95806,1210.9
95816,2293.58
95837,675.28
95904,1128.12
95926,1128.12
95932,1089.13
96007,317.36
96017,65.69
96035,2195.26
96041,1128.12
96076,1128.12
96099,1128.12
96105,1128.12
96147,71.47
96156,83.4
96227,1128.12
96296,62.5
96296,560.27
96308,501.94
96313,1128.12
96314,606.27
96395,217.39
96453,1128.12
96479,812.48
96631,1128.12
96683,923.01
96713,2017.82
96734,1656.61
96735,1128.12
96784,1128.12
96917,37.87
96974,1559.1
97060,1128.12
97328,5151.66
97336,14848.54
97505,1896.45
97530,1128.12
97593,7790.74
97807,648.84
97832,500.0
97901,367.0
97995,1128.12
98134,272.2
98140,1128.12
98248,1212.01
98438,774.99
98460,1886.19
98477,9831.94
98508,102.8
98541,1741.85
98603,1128.12
98619,4963.33
98626,3018.49
98644,847.5
98663,1128.12
98672,1418.88
98694,72.58
98717,18.23
98717,1128.12
98754,192.88
98764,1253.19
98766,649.46
98802,23.92
98809,1282.77
98824,3369.1
98824,270.36
98844,1128.12
98885,5947.35
98916,182.41
98920,1128.12
98934,53.18
98954,1128.12
98978,80.15
99024,217.02
99059,2537.18
99095,3778.38
99125,1128.12
99135,1128.12
99141,519.64
99168,2295.77
99187,875.18
99234,1942.19
99235,2302.4
99244,2419.33
99248,1128.12
99249,1128.12
99249,1128.12
99273,1128.12
99280,408.89
99294,1191.09
99299,63.45
99336,513.69
99342,78.04
99377,1128.0
99504,505.55
99547,545.16
99590,508.73
99639,1128.12
99651,1128.12
99654,693.15
99667,1128.12
99670,1128.12
99695,2652.61
99700,1094.49
99719,1188.79
99727,309.23
99730,1128.12
99762,1079.08
99765,1128.12
99797,1128.12
99809,1128.12
99836,437.18
99843,140.46
99846,1725.31
99866,78.14
99898,1263.81
99901,1128.12
99945,2628.12
99999,1893.61
100022,3949.04
100022,107.57
100025,1128.12
100049,564.0
100064,430.48
100084,1128.12
100084,904.36
100096,1128.12
100115,2350.86
100135,16510.22
100140,1128.12
100153,927.83
100180,780.5
100227,478.54
100234,1128.12
100242,119.58
100258,736.8
100260,560.27
100269,1128.12
100306,1128.12
100331,1128.12
100373,1128.12
100382,1990.15
100442,1287.8
100447,1128.12
100488,795.14
100568,1128.12
100592,1128.12
100617,729.93
100629,1128.12
100674,353.17
100698,1128.12
100703,1128.12
100736,1128.12
100753,2709.48
100757,89.23
100831,214.5
100881,1128.12
100932,688.37
100940,1128.12
100975,958.83
101035,457.34
101069,1140.28
101069,1303.92
101079,84.79
101086,114.37
101105,21477.44
101110,88.09
101127,1386.56
101154,1128.12
101160,2574.95
101161,55.12
101163,1128.12
101167,426.5
101173,829.99
101212,1128.12
101249,1128.12
101279,1128.12
101280,1188.84
101288,256.22
101291,807.26
101555,98.47
101626,1128.12
101649,1128.12
101664,103.65
101673,5009.89
101710,1128.12
101730,564.06
101945,277.65
101955,1128.12
101965,2427.88
101981,1128.12
102000,1763.84
102083,1230.95
102086,12974.9
102210,1128.12
102222,1128.12
102226,1128.12
102250,1128.12
102263,1128.12
102280,1128.12
102331,1128.12
102395,1128.12
102422,1128.12
102433,1128.12
102463,1128.12
102552,2376.8
102559,1128.12
102583,2873.12
102774,1128.12
102797,1128.12
102803,1128.12
102880,1128.12
102892,2170.15
102900,1128.12
102922,2046.36
102922,1128.12
102924,1128.12
102926,790.18
102986,89.82
103108,959.25
103118,410.9
103155,1128.12
103190,1000.27
103197,830.48
103239,182.7
103304,535.94
103337,972.48
103358,1128.12
103391,1197.78
103423,75.68
103484,1128.12
103560,647.9
103562,2243.96
103584,63.82
103600,1128.12
103614,1128.12
103627,6128.82
103702,1128.12
103785,59.19
103810,214.21
103820,1128.12
103835,1128.12
103855,360.32
103872,1262.9
103898,4127.54
103909,1791.25
104022,1204.34
104026,1128.12
104045,329.52
104120,1128.12
104122,1128.12
104141,1128.12
104191,669.71
104209,564.06
104347,71.65
104384,1128.12
104391,1128.12
104433,1128.12
104472,564.06
104499,171.04
104528,1128.12
104545,1128.12
104583,1128.12
104590,1128.12
104616,1128.12
104692,1224.35
104725,1128.12
104779,1128.12
104824,321.99
104860,1115.64
105074,1976.89
105095,1064.46
105098,333.17
105098,152333.22
105106,1128.12
105111,849.28
105122,8.06
105195,1128.12
105243,585.64
105252,1128.12
105303,1128.12
105307,1204.93
105366,1069.55
105402,152.45
105479,580.08
105587,911.29
105711,1128.12
105786,1235.0
105800,1128.12
105815,1045.99
105821,3127.61
105861,1128.12
105922,1128.12
105925,1128.12
105968,402.06
106001,120.88
106086,63.82
106124,1128.12
106126,1128.12
106146,1128.12
106146,1128.12
106286,1128.12
106341,1194.26
106395,1057.57
106523,1072.47
106527,1128.12
106536,1209.68
106682,1128.12
106717,602.04
106727,3580.89
106773,3693.95
106780,1128.12
106830,604.21
106984,1128.12
107107,1128.12
107107,1128.12
107137,229.09
107152,1128.12
107171,1128.12
107174,1128.12
107231,1128.12
107236,4472.52
107254,5445.27
107480,1128.12
107660,1128.12
107680,1128.12
107682,1128.12
107706,1128.12
107732,3094.66
107995,767.04
108019,1128.12
108034,636.99
108041,2126.2
108045,1128.12
108054,12284.35
108084,1128.12
108110,1128.12
108115,631.84
108153,65.57
108183,1128.12
108186,9682.03
108218,1128.12
108321,1853.38
108336,1128.12
108363,6876.8
108535,66.55
108542,1374.68
108543,84.6
108546,1328.12
108554,2070.6
108579,1128.12
108767,1128.12
108786,9512.82
108817,81.46
108832,17018.45
108887,1128.12
108896,2702.97
108902,1128.12
108910,1697.37
109195,1128.12
109234,1128.12
109247,1128.12
109262,78.65
109273,1128.12
109274,1128.12
109352,1128.12
109352,335.69
109352,1128.12
109451,2493.88
109460,75.32
109504,1128.12
109515,1185.49
109600,1236.54
109617,11.57
109652,2196.7
109729,74966.23
109765,12782.99
109783,78.99
109793,564.06
109821,2588.62
109851,876.82
109859,1128.12
109908,1128.12
109959,1128.12
110013,237.7
110030,564.06
110045,1234.71
110053,984.32
110065,598.94
110073,1128.12
110132,1128.12
110277,1207.29
110342,13738.86
110346,878.76
110368,1128.12
110431,1354.76
110533,1128.12
110656,716.96
110678,745.22
110807,1128.12
110846,1128.12
110846,1403057.4
110847,142.07
110881,1128.12
110888,1128.12
110913,1201.58
110923,1128.12
111240,1634.04
111264,72.93
111305,1128.12
111377,266.13
111551,1128.12
111863,2652.61
111880,476.72
111891,1128.12
111900,1129.17
111961,1851.21
111985,551.05
111992,1128.12
112039,1128.12
112041,1067.14
112061,860.06
112150,1128.12
112163,1128.12
112169,1043.57
112234,1128.12
112245,1128.12
112306,1128.12
112324,75.32
112375,76.22
112378,1096.93
112577,504.73
112606,1181.05
112643,1128.12
112646,564.06
112646,1018.71
112726,1129.07
112769,251.22
112813,393.01
112860,1128.12
112934,2191.12
113216,1301.04
113314,4074.95
113328,1128.12
113342,460.88
113380,214.19
113380,1128.12
113402,1128.12
113464,1128.12
113750,1128.12
113774,283.55
113784,68.0
113850,1433.02
113853,1128.12
113859,228.11
113876,1128.12
113887,1128.12
113894,1128.12
113953,1128.12
113970,63.27
113985,69.65
113997,1128.12
114053,1740.98
114083,1128.12
114088,1128.12
114198,1128.12
114478,805.88
114568,8169.67
114585,14.98
114849,1283.01
114918,2887.94
114983,1128.12
115165,1128.12
115165,1026.75
115178,1128.12
115208,225.99
115335,1128.12
115353,936.5
115361,1128.12
115372,1128.12
115380,4391.96
115548,1128.12
115621,1128.12
116185,173.59
116185,3944.79
116188,1128.12
116295,1848.94
116381,579.17
116387,1128.12
116434,1128.12
116435,1128.12
116458,1128.12
116476,1128.12
116528,1128.12
116532,1128.12
116538,2028.84
116557,1542.52
116561,1128.12
116570,642.33
116879,1128.12
117207,1128.12
117223,792.67
117286,1128.12
117386,1128.12
117393,7793.63
117591,361.25
118220,657.43
118870,647.92
118924,69.65
118982,3235.43
119370,54.83
119453,1128.12
119493,3748.82
119512,474.38
119641,647.45
119785,1128.12
119810,1128.12
119991,2144.68
119991,1759.49
120042,1128.12
120121,151.25
120233,1128.12
120246,2752.0
120391,1428.12
120480,1128.12
120998,515.38
121200,405.45
121216,1128.12
121336,1128.12
121470,1128.12
121540,1105.44
125345,1128.12
125402,1203.84
125424,29.42
125502,1227.94
125579,607.66
125646,1128.12
125687,1605.86
125817,3493.67
125899,790.94
125899,1128.12
125903,71791.29
125996,54.48
126086,1128.12
126132,2780.55
126185,2868.81
126214,75.92
126258,423.5
126388,566.2
126413,1128.12
126423,318.52
126559,1128.12
126584,1128.12
126592,564.06
126659,15.08
126733,570.88
126736,1128.12
126761,773.45
126782,1128.12
126787,1128.12
126804,1128.0
126889,1128.12
126948,548.82
126960,1128.12
127009,8901.3
127138,1128.12
127192,382.81
127235,1128.12
127262,686.02
127335,135.17
127347,1213.09
127584,1128.12
127584,1444.28
127683,980.57
127803,159.98
127859,17263.73
127946,1128.12
127951,23.26
127959,99.0
127981,535.43
128022,938.12
128077,274.52
128107,1128.12
128116,1128.12
128212,1838.11
128212,1128.12
128252,239.8
128259,1128.12
128438,241.03
128539,1030.5
128541,3496.89
128547,889.68
128571,640.24
128578,0.0
128622,1128.12
128640,1128.12
128696,1128.12
128837,1128.12
128839,1128.12
128860,2738.56
128949,585.63
129005,1128.12
129047,1128.12
129062,1128.12
129068,1054.84
129088,564.06
129116,1128.12
129119,1128.12
129137,1630.13
129147,1312.57
129149,266.79
129224,1128.12
129252,799.9
129253,3512.61
129270,1391.7
129345,1128.12
129386,2063.14
129403,69.41
129438,1128.12
129531,2202.89
129551,921.18
129592,1128.12
129635,96.84
129655,1128.12
129714,1128.12
129724,1128.12
129733,45734.7
129809,1128.12
129846,1128.12
129855,4475.9
129868,71.92
129885,1128.12
130012,987.44
130018,568.55
130051,1128.12
130077,1128.12
130089,455.21
130138,3938.28
130180,2388.95
130207,1128.12
130223,74.72
130226,1128.12
130233,4617.37
130298,1128.12
130323,60.17
130353,1128.12
130363,1128.12
130375,1128.12
130375,1128.12
130386,1128.12
130413,74.81
130433,464.7
130501,331.36
130503,528.29
130532,1128.12
130565,230.28
130567,2615.08
130602,1128.12
130632,1128.12
130646,2929.59
130673,1128.12
130703,1128.12
130730,333.85
130915,75.32
130930,1415.11
130941,5750.13
130958,1128.12
131015,76.35
131050,1128.12
131091,69.65
131161,1128.12
131202,1128.12
131212,1128.12
131224,78.59
131249,1128.12
131356,58.94
131505,1128.12
131509,2459.8
131537,393.88
131628,1128.12
131634,84.97
131671,1128.12
131697,3753.19
131734,1983.08
131775,564.06
131821,147.24
131835,1713.83
131865,1128.12
131884,1128.12
131884,1128.12
131922,1128.12
131938,502.66
131948,1128.12
131953,0.0
131958,28.45
132011,2827.0
132048,1128.12
132050,391.94
132087,515.27
132201,1128.12
132218,661.66
132223,654.46
132237,74.76
132270,1128.12
132276,1128.12
132340,1128.12
132365,1639.46
132406,10861.74
132418,395.21
132437,94.08
132445,77.91
132450,528.55
132534,1128.12
132545,1128.12
132549,1128.12
132699,1556.6
132763,573.59
132833,1128.12
132858,2986.93
132864,895.43
132865,70.75
132901,1128.12
132914,1266.9
133032,1254.53
133052,73.3
133062,725.66
133082,1128.12
133091,459.3
133114,1128.12
133159,1128.12
133221,1128.12
133331,72.57
133413,1273.04
133421,2265.55
133461,1128.12
133465,73.18
133483,1047.58
133497,265.93
133512,3648.24
133615,135.76
133631,602.17
133671,1128.12
133693,1169.61
133737,1128.12
133738,1128.12
133776,481.62
133783,564.06
133858,1128.12
133894,564.06
134023,4349.14
134045,2256.25
134080,1128.12
134080,632.46
134112,2007.8
134114,1128.12
134204,1215.42
134295,1128.12
134303,1128.12
134311,736.13
134315,2573.8
134319,1128.12
134327,261.55
134369,1128.12
134392,196.31
134415,1128.12
134444,379.61
134466,1128.12
134571,1128.12
134585,1128.12
134678,341.66
134708,822.73
134713,570.5
134745,97.0
134756,1128.12
134809,229.81
134818,1128.12
134821,1128.12
134850,1032.41
134886,1128.12
134982,4730.9
135047,1128.12
135108,1128.12
135273,1502.57
135284,1128.12
135309,1128.12
135378,1128.12
135417,1128.12
135448,1897.5
135456,1128.12
135499,1128.12
135555,1128.12
135630,1128.12
135645,1128.12
135698,1128.12
135750,1128.12
135783,1492.93
135822,533.68
135870,1128.12
135884,443.12
135946,2766.86
135953,2596.56
135982,2028.7
136011,75.37
136035,107.98
136037,1128.12
136054,1128.12
136085,1128.12
136099,1212.9
136140,3420.11
136144,3088.17
136171,58.35
136228,1128.12
136244,1128.12
136256,68.0
136300,689.72
136320,738.55
136342,1128.12
136412,83.85
136599,1128.12
136624,1516.75
136653,1128.12
136657,833.1
136736,1128.12
136836,3125.19
136847,206.23
136858,2198.28
136905,1128.12
136909,71.92
136967,1128.12
136997,1128.12
137005,1128.12
137094,1128.12
137127,1128.12
137170,227.14
137202,2256.25
137211,1128.12
137215,286.13
137249,712.62
137377,1128.12
137406,480.88
137509,1128.12
137539,1128.12
137539,381.84
137612,75.32
137641,10022.81
137657,2750.2
137731,718.12
137744,798.76
137857,330.28
137955,1128.12
137967,1128.12
137972,1128.12
138029,1128.12
138097,1128.12
138157,42.75
138177,426.55
138274,1128.12
138365,12604.29
138404,1408.46
138419,2725.04
138498,70.84
138537,1128.12
138554,53.29
138611,4967.27
138657,3535.28
138673,1128.12
138709,1128.12
138732,1128.12
138773,564.06
138936,1128.12
138936,1128.12
138969,2226.31
138978,1128.12
138978,992.33
138978,130.7
139018,1128.12
139033,66.0
139070,1014.55
139102,74.7
139125,1128.12
139249,1128.12
139266,1128.12
139310,1128.12
139317,75.32
139335,1128.12
139406,1128.12
139487,1219.6
139492,1128.12
139517,89.05
139542,1128.12
139553,1128.12
139553,1128.12
139578,1128.12
139723,1200.69
139729,1128.12
139751,1128.12
139826,1128.12
139841,2264.33
139856,834.12
139869,1128.12
139877,564.06
139954,445.75
139974,4673.43
140069,3423.35
140073,1128.12
140112,1128.12
140158,1128.12
140163,290.27
140167,93.9
140202,1128.12
140226,883.48
140266,503.5
140329,1159.53
140398,1128.12
140398,1128.12
140478,1128.12
140510,1128.12
140532,518.49
140615,1128.12
140635,2148.73
140710,1128.12
140783,1128.12
140902,1128.12
140904,1128.12
140916,1128.12
140954,277.5
141008,1128.12
141033,1198.15
141047,1512.14
141091,1128.12
141105,1128.12
141105,1128.12
141241,1128.12
141256,1128.12
141256,1128.12
141278,1128.12
141280,775.58
141350,285.01
141427,136.75
141468,12608.66
141568,1128.12
141623,645.62
141705,278.53
141783,630.55
141911,1852.14
141912,5505.57
141942,1128.12
142058,1128.12
142130,1128.12
142176,330.47
142204,1128.12
142206,499.12
142282,63.27
142366,23042.28
142376,2649.93
142435,1128.12
142472,1128.12
142494,767.28
142502,378.77
142593,1128.12
142599,1128.12
142633,1254.29
142665,198.06
142671,1128.12
142684,215.84
142691,1128.12
142906,405.76
142909,75.67
142948,107.4
142975,1858.35
142988,2162.32
143207,1128.12
143235,1946.96
143331,1128.12
143332,433.46
143341,1128.12
143364,1128.12
143443,3581.19
143507,1128.12
143654,2553.59
143666,1157.55
143702,75.32
143751,16.54
143758,1128.12
143794,1128.12
143816,547.85
143860,1128.12
143944,1182.96
143955,311.03
143969,56.95
144008,1128.12
144080,1128.12
144080,930.63
144120,1128.12
144150,492.03
144183,114.75
144196,1128.12
144285,1128.12
144300,1128.12
144404,2397.06
144421,10214.99
144437,1128.12
144476,1670.07
144478,1128.12
144480,1128.12
144514,1377.84
144545,609.46
144623,1128.12
144705,1373.29
144742,1128.12
144747,1128.12
144782,1128.12
144788,1128.12
144824,731.41
144923,1128.12
144959,826.21
144984,2437.04
145007,1128.12
145017,1128.12
145021,1128.12
145040,1128.12
145055,1128.12
145095,1128.12
145104,645.3
145161,1128.12
145164,1128.12
145216,1128.12
145228,383.29
145271,252.69
145333,1128.12
145405,1128.12
145435,1161.51
145452,1128.12
145503,1128.12
145569,1128.12
145587,85.68
145598,1128.12
145601,458.87
145601,1128.12
145656,176.86
145670,56.36
145723,1128.12
145739,1128.12
145765,1481.23
145771,474.62
145839,72.57
145850,1128.12
145899,1128.12
145947,1449.83
146004,1128.12
146028,1128.12
146071,651.95
146097,1128.12
146108,564.06
146166,1372.04
146225,437.28
146240,1128.12
146285,678.99
146299,1128.12
146375,1128.12
146406,1128.12
146501,1128.12
146550,1128.12
146571,2256.25
146595,855.85
146627,564.06
146642,1128.12
146658,318.32
146714,1128.12
146752,4960.3
146933,2400.65
147008,637.41
147047,3102.51
147062,1128.12
147121,724.98
147121,1128.12
147164,1128.12
147295,1128.12
147314,442.51
147317,3701.08
147331,1128.12
147415,1128.12
147422,1135.81
147464,391.59
147542,1128.12
147546,3834.82
147550,1913.32
147566,1128.12
147577,1880.49
147608,854.66
147717,1220.45
147729,868.64
147782,1128.12
147973,4856.78
148063,1128.12
148066,1128.12
148099,1135.58
148148,2167.31
148157,16354.69
148193,34819.25
148270,5128.05
148280,225.9
148285,70.25
148306,78.95
148313,2650.99
148361,1128.12
148437,1128.12
148441,678.9
148445,1745.12
148492,4177.1
148500,1128.12
148504,292.49
148518,4557.73
148604,64047.64
148606,350.35
148761,404.33
148772,7006.47
148774,62.22
148810,5599.96
148882,448.64
148926,1128.12
148939,1898.46
148961,1128.12
149037,1128.12
149045,1128.12
149074,2480.13
149076,2370.73
149104,1128.12
149106,1128.12
149122,1128.12
149130,4268.57
149191,1128.12
149211,19791.01
149242,1128.12
149242,1128.12
149243,2459.92
149275,1128.12
149378,69.65
149404,110.76
149428,94.65
149515,1128.12
149536,1128.12
149541,413.69
149553,1128.12
149578,3605.89
149649,102.57
149722,555.16
149742,1314.6
149823,1128.12
149842,620.31
149887,1128.12
149929,479.64
149954,746.82
149957,4372.34
149985,1128.12
150011,1128.12
150106,1128.12
150197,1128.12
150200,1128.12
150321,79.31
150333,5043.17
150456,1128.12
150523,1128.12
150638,1128.12
150686,87.35
150694,1128.12
150796,75.32
150798,1128.12
150827,410.52
150854,330.33
150909,1128.12
150934,1128.12
150965,749.66
150966,1128.12
150990,3230.85
150998,2630.76
151001,1188.83
151009,1128.12
151019,633.97
151027,1347.39
151092,59.02
151144,706.12
151160,892.3
151162,1128.12
151332,1128.12
151332,652.5
151457,1128.12
151498,1128.12
151518,1128.12
151556,1128.12
151559,552.28
151637,1128.12
151649,1025.68
151656,74.37
151704,1128.12
151737,1128.12
151806,1128.12
151915,584.49
151919,1128.12
152011,99.56
152013,246.91
152085,1128.12
152130,1128.12
152131,1128.12
152138,951.06
152172,1128.12
152175,478.24
152228,1038.53
152231,1883.38
152260,9315.49
152334,1128.12
152393,1128.12
152446,1128.12
152452,1128.13
152452,109.34
152528,1407.63
152539,6301.55
152595,1128.12
152603,2873.97
152604,34.29
152621,1809.24
152669,69.65
152687,80.49
152687,1128.12
152778,1479.03
152780,1128.12
152805,177.32
152809,1128.12
153074,84.77
153074,1128.12
153152,1128.12
153159,1128.12
153181,1128.12
153215,1128.12
153223,346.44
153241,1128.12
153263,1128.12
153305,1305.39
153309,75.32
153356,2116.51
153361,77.11
153364,1128.12
153368,866.15
153414,1128.12
153500,1128.12
153506,1105.96
153549,284.11
153558,277.22
153572,1535.89
153680,1128.12
153734,1128.12
153753,74.57
153865,1428.12
153878,1128.12
153933,1128.12
153935,77.11
153943,1215.64
153957,1128.12
153965,942.41
153985,1620.5
154021,922.79
154093,3406.45
154123,1128.12
154172,1128.12
154202,1827.2
154221,1128.12
154238,12938.87
154273,1128.12
154280,902.28
154295,1128.12
154320,1128.12
154327,16.03
154374,1128.12
154410,1128.12
154440,1128.12
154441,976.24
154442,564.06
154653,1128.12
154667,1128.12
154757,1128.12
154767,1128.12
154807,5340.29
154820,1006.89
154823,251.01
154831,779.42
154838,1128.12
154838,682.77
154842,84.33
154844,707.65
154850,671.67
154880,1128.12
154968,137169.81
154978,1307.3
154980,277.41
155003,1128.12
155038,564.06
155084,1128.12
155105,1128.12
155153,1128.12
155156,1663.46
155157,261.53
155224,858.56
155251,1128.12
155263,1651.3
155307,1128.0
155331,1128.12
155354,1128.12
155355,499.16
155445,1128.12
155446,1729.06
155666,284.56
155769,1128.12
155794,985.74
155825,1128.12
155866,69.29
155869,1128.0
155876,1435.5
155907,1008.15
155915,1128.12
155917,727.63
155923,70.12
156000,102.14
156035,25.59
156045,61.99
156045,1128.12
156083,825.57
156090,1128.12
156116,1128.12
156237,4416.88
156252,1128.12
156263,1252.2
156362,229.59
156371,1128.12
156404,1128.12
156414,1102.47
156541,1128.12
156596,7019.06
156676,2644.99
156681,40.95
156705,110.39
156728,680.09
156765,683.2
156801,69.47
156831,1278.12
156848,142.92
156870,666.29
156898,6440.33
156904,4177.1
156921,1128.12
156969,1128.12
156989,1072.07
157009,546.99
157018,1128.12
157044,2514.59
157052,342.89
157105,1128.12
157140,407.04
157150,1128.12
157159,1128.12
157178,194.4
157231,72.24
157253,72.93
157291,1128.12
157327,348.27
157327,159.53
157362,14.77
157375,793.2
157390,1128.12
157406,72.93
157419,763.37
157432,1128.12
157462,1281.84
157517,1128.12
157584,1085.27
157622,1128.12
157673,71.29
157675,573.45
157719,240.22
157756,1229.68
157795,1439.8
157803,731.16
157841,66.54
157880,51826.55
157880,1128.12
157915,1128.12
157989,112.48
158001,1128.12
158043,361.88
158058,292.44
158115,276.96
158117,1128.12
158293,1929.17
158309,301635.49
158346,807.45
158377,1128.12
158398,58.88
158437,1128.12
158453,1128.12
158455,564.06
158544,364.62
158627,1128.12
158687,1128.12
158703,75.03
158703,688.49
158729,241.73
158735,1128.12
158764,2905.1
158780,5091.79
158869,500.65
158901,1128.12
158938,1209.68
158967,2350.42
158989,1046.62
158991,0.0
159047,1302.58
159051,6.91
159069,208.02
159074,1128.12
159082,986.88
159118,1839.48
159189,92.82
159193,40408.12
159232,1128.12
159236,1128.12
159249,2362.55
159260,4021.58
159302,13.84
159332,6412.67
159369,1128.12
159432,3027.29
159499,165.46
159507,1128.12
159536,1128.12
159606,1561.17
159618,2256.25
159702,1128.12
159736,1128.12
159753,1128.12
159768,75.31
159773,84.86
159787,7509.92
159814,1128.12
159829,333.05
159984,36.47
159984,1128.12
160025,70.2
160027,1128.12
160052,233.62
160069,2734.32
160107,1128.12
160135,2978.66
160201,89.18
160204,1128.12
160224,2075.38
160254,1128.12
160267,3042.85
160298,69317.47
160304,1821.69
160346,1128.12
160461,629.45
160483,1249.45
160529,1128.12
160579,2418.91
160581,1128.12
160598,1128.12
160600,1128.12
160604,1384.07
160619,1547.37
160707,1128.12
160750,1128.12
160778,1898.55
160804,69.39
160809,2633.56
160844,292.14
160908,3668.43
160958,1128.12
160967,460.12
160986,1128.12
161011,1128.12
161026,1128.12
161035,27.11
161046,1128.12
161083,706.06
161093,1388.42
161334,1128.12
161376,1128.12
161414,1128.12
161453,2240.36
161465,1282.41
161563,313.8
161581,1128.12
161583,1128.12
161627,1128.12
161645,1128.12
161687,2071.72
161692,2301.85
161759,1128.12
161844,530.75
161852,564.06
161864,1128.12
161871,72.37
161963,1440.38
162000,1636.43
162115,1128.12
162126,719.56
162171,1627.59
162199,1470.32
162209,1167.66
162246,1128.12
162294,620.0
162311,1128.12
162326,1128.12
162394,2188.88
162432,217.52
162450,834.94
162465,207.11
162545,53.97
162563,3684.17
162625,29.75
162627,419.22
162636,1128.12
162678,2805.11
162695,1128.12
162695,1128.12
162729,79.06
162749,1401.46
162766,63.45
162775,297.14
162806,2812.7
162869,1128.0
162896,1128.12
162911,1516.29
162912,1128.12
163051,1882.75
163208,1128.12
163278,1128.12
163329,87.05
163343,1128.12
163371,1128.12
163410,1128.12
163462,1128.12
163473,6.75
163479,2263.99
163516,803.27
163648,510.24
163650,1128.12
163669,1128.12
163692,1502.96
163701,437.44
163772,1889.18
163821,2652.61
163824,242.71
163865,1128.12
163865,1128.12
163873,1128.12
163873,1128.12
163925,1843.94
163935,1128.12
163958,1128.12
163980,666.79
164077,1196.76
164109,6859.5
164137,35063.27
164156,1128.12
164160,316.8
164200,592.21
164278,737.49
164305,1128.12
164320,3072.45
164375,1640.63
164377,1355.44
164414,4811.92
164441,1128.12
164473,362.54
164479,1128.12
164488,206.29
164498,1128.12
164537,1128.12
164551,63.79
164551,1496.74
164553,1128.12
164644,2268.94
164668,1128.12
164717,68.03
164726,1173.66
164767,1218.28
164820,1128.12
164868,1128.12
164879,1128.12
164907,1614.93
164949,1128.12
165007,1128.12
165060,40.02
165099,5119.97
165141,564.06
165150,1128.12
165214,1128.12
165254,2269.68
165331,1084.86
165359,1128.12
165424,92.08
165469,4193.94
165500,405.67
165512,61.0
165529,1128.12
165551,1128.12
165562,1128.12
165582,1128.12
165609,1128.12
165674,81.71
165717,547.22
165722,854.84
165836,2540.27
165930,25471.5
165940,1128.12
165951,1128.12
166038,427.54
166102,1128.12
166140,1128.12
166165,2071.0
166217,1128.12
166222,1128.12
166296,636.11
166363,1128.12
166370,1128.12
166370,1427.01
166390,7927.35
166489,1128.12
166546,1128.12
166558,1128.12
166635,1128.12
166643,1128.12
166645,2620.55
166651,1128.12
166683,5264.29
166699,1128.12
166702,7142.95
166722,286.4
166821,1128.12
166895,309.76
166933,71.13
167087,72.05
167190,1128.12
167194,1128.12
167228,359.63
167320,436.94
167342,1128.12
167395,1128.12
167440,1128.12
167507,184.14
167548,512.72
167605,82.05
167671,61.03
167671,1128.12
167710,1045.22
167713,105.49
167727,2691.38
167732,1128.12
167761,114.67
167777,1128.12
167789,1128.12
167800,65.64
167822,765.39
167824,1611.21
167879,1128.12
167881,1128.12
167884,1128.12
167958,1128.12
167979,69.97
168009,1194.59
168105,1128.12
168173,1201.42
168175,366.84
168193,1585.47
168237,1128.12
168239,1292.33
168241,712.05
168247,115.93
168270,1249.12
168277,1128.12
168285,1128.0
168295,1128.12
168339,364.81
168363,25.53
168393,890.71
168460,1147.46
168490,90.56
168497,639.28
168499,1128.12
168555,152.0
168569,907.35
168684,1727.02
168765,1128.12
168820,56.52
168849,1128.63
168854,1128.12
168912,1128.12
168930,1128.12
168939,564.06
168978,84.78
168995,15059.45
169016,4045.87
169032,5025.19
169050,755.05
169053,82.78
169095,1994.49
169097,740.31
169102,4699.73
169150,1128.12
169166,1128.12
169198,902.07
169428,1128.12
169428,1128.13
169452,1128.12
169468,1128.12
169471,13.22
169501,431.35
169507,575.88
169546,1128.12
169580,581.8
169588,637.51
169624,3412.77
169729,678.72
169751,566.72
169782,1128.12
169782,177.32
169788,1128.12
169807,954.36
169835,1128.12
169836,1128.12
169863,1128.12
169878,88.1
169905,1128.12
169940,1128.12
169962,72.57
169970,2652.61
169974,438.41
170092,1128.12
170112,536.26
170131,1128.12
170173,1117.55
170207,1128.12
170238,1128.12
170244,1128.12
170268,1338.33
170345,62.91
170412,1214.19
170437,31617.92
170622,1128.12
170647,2856.24
170654,1128.12
170680,472.95
170752,1895.75
170779,4555.85
170873,1128.12
170918,1128.12
170979,1128.12
171010,1128.12
171116,875.5
171130,117.77
